task_id,employee_id,date,task_description,estimated_duration,actual_duration,priority,deadline_days,mood,workload,project,dept,breaks,interruptions,remote_work,manager_id,team_size,completed,status,notes,tools_used
408,EMP31,10/09/2025,Write proposal,"2,8","2,7",Medium,2,Tired,7,All-Hands Sync,Sales,2,5,100%,MGR325,8,Yes,Delayed,Customer issue,"VSCode, GitHub"
409,EMP41,09/26/2025,Write proposal,"1,1","1,4",Low,4,Happy,4,Q4 Review Report,Analytics,2,4,0%,MGR301,8,Yes,Ongoing,UI feedback pending,"JIRA, PyCharm"
410,EMP112,09/20/2025,Code feature,"3,9","3,7",Medium,6,Focused,5,All-Hands Sync,Sales,1,4,50%,MGR370,12,No,Done,Follow up required,Google Docs
411,EMP162,10/02/2025,Code feature,"2,4","2,7",Medium,5,Focused,8,All-Hands Sync,HR,2,2,75%,MGR335,15,Yes,Ongoing,Blocked by dependencies,"JIRA, PyCharm"
412,EMP199,10/17/2025,Code feature,2,"2,1",High,2,Focused,7,All-Hands Sync,Sales,2,5,0%,MGR341,8,Yes,Done,Good team engagement,"JIRA, PyCharm"
413,EMP173,09/30/2025,Write report,"1,6","1,7",High,3,Calm,6,Q4 Review Report,Sales,0,5,75%,MGR402,11,No,Ongoing,Audit scheduled,"Word, Excel"
414,EMP64,10/07/2025,Bug fixing,"2,2","2,5",Medium,1,Calm,9,All-Hands Sync,IT,0,4,100%,MGR359,11,Yes,Ongoing,Needed extra research,"Zoom, Slack"
415,EMP81,10/07/2025,Write report,"2,8","3,1",High,1,Happy,7,All-Hands Sync,QA,1,4,25%,MGR303,13,Yes,Done,Revision requested,"Zoom, Slack"
416,EMP163,10/16/2025,Write proposal,"2,1","2,4",Medium,3,Happy,4,New Project RFP,IT,1,3,100%,MGR301,6,Yes,Delayed,Revision requested,"Word, Excel"
417,EMP163,09/19/2025,Write proposal,4,"3,8",Medium,3,Stressed,9,All-Hands Sync,Sales,2,2,75%,MGR396,11,No,Done,UI feedback pending,"JIRA, PyCharm"
418,EMP194,10/01/2025,Write proposal,"1,1","1,1",High,4,Stressed,5,Q4 Review Report,QA,2,1,25%,MGR380,8,No,Ongoing,Revision requested,"Word, Excel"
419,EMP199,10/13/2025,Team meeting,"1,9","2,2",High,3,Stressed,7,Client Dashboard,HR,0,4,25%,MGR421,7,No,Done,Audit scheduled,"Zoom, Slack"
420,EMP66,10/17/2025,Design dashboard,"2,8","3,3",Low,2,Tired,4,CRM Update,IT,1,1,25%,MGR351,15,Yes,Ongoing,UI feedback pending,"VSCode, GitHub"
421,EMP47,09/20/2025,Write report,"1,4","1,6",Low,6,Tired,10,Q4 Review Report,Sales,0,3,50%,MGR380,9,No,Delayed,Good team engagement,Google Docs
422,EMP91,09/29/2025,Code feature,"3,5","3,6",Low,2,Stressed,9,App QA Cycle,QA,2,0,100%,MGR388,8,Yes,Delayed,Code reviewed twice,"Figma, Power BI"
423,EMP152,10/01/2025,Team meeting,"2,2","2,7",Low,1,Stressed,4,App QA Cycle,Sales,0,2,50%,MGR366,4,No,Done,Ready for submission,"JIRA, PyCharm"
424,EMP176,09/27/2025,Team meeting,"2,8","2,9",High,4,Tired,4,App QA Cycle,HR,1,3,50%,MGR415,4,Yes,Ongoing,Blocked by dependencies,"Word, Excel"
425,EMP89,10/12/2025,Code feature,"1,2",1,Low,4,Tired,4,CRM Update,IT,1,0,25%,MGR407,9,Yes,Ongoing,Revision requested,Google Docs
426,EMP100,10/12/2025,Bug fixing,"3,6","4,1",Medium,3,Focused,10,Q4 Review Report,QA,0,5,25%,MGR315,5,No,Delayed,Code reviewed twice,"JIRA, PyCharm"
427,EMP105,09/25/2025,Team meeting,"1,5","1,5",Medium,5,Focused,5,All-Hands Sync,Analytics,1,0,50%,MGR350,11,Yes,Delayed,UI feedback pending,"Zoom, Slack"
428,EMP192,10/03/2025,Bug fixing,"3,3","3,4",Low,4,Stressed,7,New Project RFP,HR,1,5,25%,MGR342,12,No,Delayed,Audit scheduled,Google Docs
429,EMP123,10/14/2025,Write report,4,4,High,2,Happy,4,All-Hands Sync,HR,2,2,50%,MGR401,6,No,Delayed,Audit scheduled,Google Docs
430,EMP135,09/30/2025,Code feature,"2,1","2,2",High,7,Stressed,3,Client Dashboard,IT,2,2,0%,MGR353,4,No,Done,Code reviewed twice,"Word, Excel"
431,EMP141,10/04/2025,Write report,"2,1","1,9",High,7,Tired,9,Q4 Review Report,Analytics,1,4,25%,MGR321,12,No,Delayed,Blocked by dependencies,"VSCode, GitHub"
432,EMP92,10/01/2025,Design dashboard,"3,5","3,5",High,2,Focused,3,Q4 Review Report,Analytics,2,2,50%,MGR421,9,No,Ongoing,Customer issue,"VSCode, GitHub"
433,EMP198,10/04/2025,Code feature,"3,5","3,6",Low,5,Tired,10,App QA Cycle,Sales,2,5,100%,MGR379,7,No,Ongoing,Blocked by dependencies,"Word, Excel"
434,EMP133,09/26/2025,Team meeting,"1,1",1,Medium,3,Calm,5,Q4 Review Report,Analytics,2,1,50%,MGR373,9,Yes,Ongoing,Customer issue,"JIRA, PyCharm"
435,EMP96,09/17/2025,Bug fixing,"1,8","1,7",Medium,5,Calm,1,New Project RFP,HR,0,3,100%,MGR411,8,Yes,Done,Follow up required,"JIRA, PyCharm"
436,EMP76,09/25/2025,Write report,"3,6","3,6",Medium,6,Calm,9,New Project RFP,HR,1,5,100%,MGR368,8,Yes,Done,Good team engagement,"VSCode, GitHub"
437,EMP94,09/20/2025,Design dashboard,"2,6","3,1",Medium,5,Tired,5,Client Dashboard,Sales,1,1,50%,MGR304,4,Yes,Ongoing,Needed extra research,"VSCode, GitHub"
438,EMP46,09/26/2025,Team meeting,4,"4,5",High,6,Tired,1,CRM Update,Analytics,0,0,75%,MGR355,7,No,Delayed,Customer issue,"Zoom, Slack"
439,EMP138,10/09/2025,Write report,"2,8","3,3",Medium,1,Calm,1,All-Hands Sync,QA,0,4,75%,MGR346,5,No,Delayed,Needed extra research,"Word, Excel"
440,EMP83,09/29/2025,Bug fixing,"3,8","3,9",High,6,Stressed,4,App QA Cycle,Analytics,2,5,25%,MGR421,8,No,Delayed,Good team engagement,"Figma, Power BI"
441,EMP30,10/10/2025,Write proposal,"2,1","2,6",Low,1,Happy,8,Client Dashboard,HR,0,2,0%,MGR355,3,Yes,Ongoing,Follow up required,"Zoom, Slack"
442,EMP23,09/22/2025,Team meeting,"2,4","2,2",Low,1,Tired,4,Q4 Review Report,Analytics,2,5,75%,MGR339,7,Yes,Done,Good team engagement,"JIRA, PyCharm"
443,EMP43,10/08/2025,Write proposal,"1,8","2,3",Medium,7,Stressed,1,All-Hands Sync,IT,2,4,0%,MGR332,9,Yes,Delayed,Revision requested,"Figma, Power BI"
444,EMP108,10/12/2025,Bug fixing,"2,8","2,6",Low,2,Stressed,7,All-Hands Sync,IT,1,0,75%,MGR412,10,No,Ongoing,Customer issue,"VSCode, GitHub"
445,EMP165,09/22/2025,Write proposal,"3,6","3,7",Medium,3,Tired,5,New Project RFP,Sales,0,0,100%,MGR339,9,No,Delayed,Revision requested,"Zoom, Slack"
446,EMP136,09/17/2025,Design dashboard,"2,1",2,Low,4,Calm,1,New Project RFP,HR,2,1,50%,MGR316,12,No,Done,Revision requested,"Figma, Power BI"
447,EMP147,10/11/2025,Write proposal,3,"3,1",High,5,Happy,6,App QA Cycle,HR,0,0,100%,MGR317,2,Yes,Done,Needed extra research,"VSCode, GitHub"
448,EMP47,10/02/2025,Code feature,"2,4","2,6",High,1,Focused,7,Client Dashboard,QA,2,4,100%,MGR365,2,No,Done,Audit scheduled,"Figma, Power BI"
449,EMP38,09/17/2025,Code feature,"2,6","2,9",Low,4,Stressed,8,Client Dashboard,Analytics,1,4,75%,MGR394,14,Yes,Ongoing,Ready for submission,Google Docs
450,EMP30,10/10/2025,Write report,"3,4","3,7",Medium,1,Calm,9,Q4 Review Report,Analytics,2,1,100%,MGR398,5,Yes,Ongoing,Blocked by dependencies,Google Docs
451,EMP180,10/17/2025,Code feature,"2,7","2,5",Low,6,Focused,7,Client Dashboard,Analytics,2,4,50%,MGR417,13,No,Done,Good team engagement,"VSCode, GitHub"
452,EMP160,09/29/2025,Write proposal,"3,4","3,4",Medium,6,Calm,9,New Project RFP,QA,1,2,100%,MGR383,15,No,Delayed,Follow up required,"Figma, Power BI"
453,EMP102,10/06/2025,Code feature,"1,4","1,3",Low,5,Calm,7,New Project RFP,HR,1,3,75%,MGR401,2,Yes,Delayed,Audit scheduled,"Word, Excel"
454,EMP152,09/21/2025,Team meeting,"2,3","2,8",High,3,Calm,4,All-Hands Sync,Analytics,2,2,100%,MGR430,10,Yes,Done,Needed extra research,"JIRA, PyCharm"
455,EMP111,09/21/2025,Code feature,"2,9",3,Medium,3,Focused,4,CRM Update,HR,1,0,100%,MGR402,11,Yes,Ongoing,Code reviewed twice,"Figma, Power BI"
456,EMP103,10/12/2025,Bug fixing,"3,4","3,3",High,4,Focused,2,New Project RFP,HR,0,5,100%,MGR397,3,Yes,Delayed,UI feedback pending,"JIRA, PyCharm"
457,EMP126,10/16/2025,Write report,"1,4","1,7",High,6,Focused,1,Client Dashboard,QA,0,2,100%,MGR310,7,Yes,Delayed,Revision requested,"Figma, Power BI"
458,EMP76,09/21/2025,Write report,"3,9",4,Low,6,Tired,8,New Project RFP,Sales,2,0,25%,MGR410,6,No,Done,Good team engagement,"Zoom, Slack"
459,EMP41,10/02/2025,Write proposal,"2,8","2,6",Low,1,Focused,7,All-Hands Sync,Analytics,1,4,75%,MGR333,14,Yes,Delayed,Revision requested,"VSCode, GitHub"
460,EMP144,09/29/2025,Design dashboard,"2,7","2,9",Low,2,Focused,10,Client Dashboard,Sales,0,1,0%,MGR368,14,No,Delayed,Audit scheduled,"Word, Excel"
461,EMP48,10/08/2025,Bug fixing,"3,7",4,Medium,3,Happy,4,All-Hands Sync,HR,2,5,0%,MGR378,4,No,Ongoing,Customer issue,Google Docs
462,EMP57,10/01/2025,Write report,"2,6","2,6",High,2,Happy,3,Client Dashboard,Analytics,0,5,0%,MGR362,11,Yes,Delayed,Needed extra research,"Zoom, Slack"
463,EMP197,10/12/2025,Write report,"3,4","3,7",Medium,4,Tired,1,All-Hands Sync,IT,2,4,25%,MGR352,10,No,Ongoing,Customer issue,Google Docs
464,EMP56,10/09/2025,Design dashboard,"1,9",2,Low,1,Tired,10,Client Dashboard,Sales,0,2,25%,MGR315,6,Yes,Ongoing,Audit scheduled,"Zoom, Slack"
465,EMP33,10/01/2025,Design dashboard,"3,6","4,1",High,1,Tired,5,Client Dashboard,HR,0,0,50%,MGR398,5,No,Ongoing,Code reviewed twice,"Zoom, Slack"
466,EMP144,10/14/2025,Write proposal,"3,4","3,5",Low,1,Calm,4,New Project RFP,QA,2,5,0%,MGR310,5,No,Delayed,Customer issue,"JIRA, PyCharm"
467,EMP60,09/17/2025,Team meeting,"3,8","3,9",Low,3,Happy,5,CRM Update,Sales,1,0,50%,MGR399,15,Yes,Ongoing,Ready for submission,"VSCode, GitHub"
468,EMP58,09/27/2025,Bug fixing,"3,3","3,6",Low,2,Stressed,7,New Project RFP,Sales,2,5,25%,MGR406,5,Yes,Delayed,Ready for submission,Google Docs
469,EMP104,10/01/2025,Write proposal,"2,4","2,5",High,2,Calm,10,New Project RFP,IT,0,2,100%,MGR334,8,Yes,Ongoing,Audit scheduled,"VSCode, GitHub"
470,EMP101,09/19/2025,Write proposal,"2,9",3,Low,6,Stressed,3,All-Hands Sync,IT,2,0,50%,MGR405,8,No,Delayed,Ready for submission,"VSCode, GitHub"
471,EMP68,09/20/2025,Code feature,2,"2,2",High,1,Focused,10,All-Hands Sync,Sales,2,4,25%,MGR359,5,Yes,Delayed,Code reviewed twice,"Figma, Power BI"
472,EMP142,09/21/2025,Write proposal,"2,7","2,9",Low,4,Happy,3,App QA Cycle,QA,1,1,25%,MGR349,5,Yes,Delayed,Needed extra research,"Zoom, Slack"
473,EMP125,09/24/2025,Design dashboard,"1,2","1,2",Low,2,Calm,2,CRM Update,QA,2,3,50%,MGR417,5,No,Delayed,Needed extra research,Google Docs
474,EMP117,10/10/2025,Team meeting,"2,4","2,3",Medium,5,Focused,10,New Project RFP,Sales,2,5,0%,MGR327,9,No,Done,Blocked by dependencies,Google Docs
475,EMP157,09/29/2025,Design dashboard,"2,2","2,5",High,5,Tired,9,Client Dashboard,Analytics,0,2,75%,MGR401,6,No,Delayed,Good team engagement,"JIRA, PyCharm"
476,EMP95,10/06/2025,Write report,"1,5","1,5",Low,5,Calm,8,Client Dashboard,QA,0,5,100%,MGR328,4,Yes,Delayed,Follow up required,"Zoom, Slack"
477,EMP135,09/17/2025,Code feature,"3,7","3,9",Medium,5,Calm,8,Q4 Review Report,HR,1,5,25%,MGR331,3,Yes,Ongoing,Customer issue,"Figma, Power BI"
478,EMP112,09/19/2025,Write proposal,"2,5","2,6",Low,4,Focused,10,CRM Update,QA,2,3,0%,MGR343,7,Yes,Done,Good team engagement,"VSCode, GitHub"
479,EMP33,09/30/2025,Team meeting,"2,8",3,Medium,6,Tired,5,Client Dashboard,IT,0,1,25%,MGR300,11,No,Done,Customer issue,"JIRA, PyCharm"
480,EMP147,10/04/2025,Write report,"1,1","1,6",Low,4,Calm,4,New Project RFP,QA,1,3,75%,MGR320,11,Yes,Done,Revision requested,"Zoom, Slack"
481,EMP178,10/07/2025,Write proposal,2,"2,1",High,1,Calm,3,Q4 Review Report,HR,0,1,0%,MGR376,7,Yes,Done,Code reviewed twice,"JIRA, PyCharm"
482,EMP65,09/22/2025,Design dashboard,"1,5",2,Medium,5,Focused,10,New Project RFP,IT,1,5,100%,MGR392,2,Yes,Delayed,UI feedback pending,"Zoom, Slack"
483,EMP117,10/13/2025,Write report,"2,6","3,1",Medium,7,Focused,2,All-Hands Sync,QA,0,0,50%,MGR384,10,No,Ongoing,Blocked by dependencies,"Figma, Power BI"
484,EMP73,10/06/2025,Write report,"2,4","2,5",High,5,Focused,2,App QA Cycle,Sales,2,2,75%,MGR381,6,No,Done,Audit scheduled,Google Docs
485,EMP147,10/03/2025,Design dashboard,"3,7","3,7",Low,4,Tired,3,New Project RFP,IT,2,2,25%,MGR300,3,Yes,Delayed,Code reviewed twice,"Figma, Power BI"
486,EMP73,10/12/2025,Write proposal,"2,5",3,Medium,4,Stressed,6,All-Hands Sync,Sales,2,1,0%,MGR351,13,No,Delayed,Code reviewed twice,"Zoom, Slack"
487,EMP96,10/03/2025,Write proposal,2,"2,1",Medium,7,Stressed,2,Client Dashboard,HR,1,3,100%,MGR307,15,Yes,Done,UI feedback pending,"Zoom, Slack"
488,EMP192,10/02/2025,Bug fixing,"3,4","3,4",High,6,Calm,8,CRM Update,QA,2,2,75%,MGR405,13,Yes,Ongoing,Ready for submission,Google Docs
489,EMP193,09/27/2025,Write proposal,"3,1","2,9",Low,1,Calm,10,Client Dashboard,HR,1,0,25%,MGR371,15,Yes,Delayed,Follow up required,"Figma, Power BI"
490,EMP156,10/13/2025,Code feature,"1,5",2,Low,5,Tired,3,New Project RFP,Analytics,1,5,50%,MGR308,6,No,Done,Customer issue,"VSCode, GitHub"
491,EMP115,10/01/2025,Team meeting,1,"1,3",High,5,Happy,3,Q4 Review Report,HR,0,1,0%,MGR413,10,Yes,Delayed,Revision requested,"VSCode, GitHub"
492,EMP68,09/27/2025,Bug fixing,"3,4","3,4",Low,7,Focused,5,All-Hands Sync,IT,0,4,25%,MGR352,13,Yes,Delayed,Follow up required,"Figma, Power BI"
493,EMP153,09/20/2025,Write report,"2,8","3,1",Medium,1,Focused,2,All-Hands Sync,QA,0,0,100%,MGR379,2,No,Ongoing,Blocked by dependencies,"Zoom, Slack"
494,EMP71,09/23/2025,Team meeting,"1,6","1,5",Medium,5,Happy,8,Client Dashboard,Analytics,1,1,25%,MGR370,3,Yes,Ongoing,Revision requested,Google Docs
495,EMP46,09/23/2025,Write proposal,"3,8","3,6",Medium,5,Happy,5,CRM Update,HR,2,1,25%,MGR318,6,No,Ongoing,Customer issue,"Word, Excel"
496,EMP53,09/17/2025,Bug fixing,"2,9","2,8",Low,1,Stressed,7,Q4 Review Report,Analytics,1,3,25%,MGR414,11,No,Delayed,UI feedback pending,"VSCode, GitHub"
497,EMP191,10/12/2025,Write proposal,"2,6","2,7",High,7,Tired,10,CRM Update,Analytics,2,3,0%,MGR416,6,No,Delayed,Blocked by dependencies,"VSCode, GitHub"
498,EMP56,10/14/2025,Write proposal,"3,2",3,Medium,3,Tired,3,Client Dashboard,HR,1,3,75%,MGR307,3,No,Done,UI feedback pending,"JIRA, PyCharm"
499,EMP138,10/14/2025,Code feature,"1,4","1,6",Medium,7,Happy,10,New Project RFP,IT,2,0,75%,MGR327,7,Yes,Delayed,Revision requested,"JIRA, PyCharm"
500,EMP122,10/05/2025,Bug fixing,"3,1",3,High,5,Calm,9,CRM Update,QA,1,0,50%,MGR353,15,No,Delayed,Audit scheduled,"Zoom, Slack"
501,EMP159,10/09/2025,Code feature,"3,5","3,7",High,6,Stressed,10,App QA Cycle,Analytics,2,4,75%,MGR383,10,Yes,Delayed,Good team engagement,"Zoom, Slack"
502,EMP123,09/19/2025,Write proposal,"2,6","3,1",High,6,Focused,7,All-Hands Sync,QA,2,5,0%,MGR323,5,Yes,Ongoing,Needed extra research,"VSCode, GitHub"
503,EMP189,09/21/2025,Bug fixing,"3,6","3,4",Low,3,Tired,10,New Project RFP,QA,0,1,50%,MGR376,11,No,Delayed,UI feedback pending,"Word, Excel"
504,EMP169,09/17/2025,Write proposal,"2,6","2,5",Low,4,Calm,5,Q4 Review Report,HR,2,0,0%,MGR391,3,No,Done,Blocked by dependencies,"JIRA, PyCharm"
505,EMP199,10/05/2025,Bug fixing,"1,3","1,2",Low,3,Tired,7,App QA Cycle,QA,2,1,25%,MGR421,4,Yes,Ongoing,Follow up required,"Zoom, Slack"
506,EMP126,09/21/2025,Team meeting,"2,1","2,2",Low,2,Calm,1,Q4 Review Report,Analytics,0,5,75%,MGR411,4,Yes,Done,Follow up required,"JIRA, PyCharm"
507,EMP198,10/06/2025,Bug fixing,"2,7","2,7",Low,2,Tired,9,App QA Cycle,Sales,1,3,50%,MGR357,4,No,Ongoing,Needed extra research,Google Docs
508,EMP147,10/14/2025,Design dashboard,"1,6","1,7",High,6,Focused,5,App QA Cycle,Sales,2,2,0%,MGR309,11,No,Ongoing,UI feedback pending,"Word, Excel"
509,EMP168,10/02/2025,Design dashboard,"2,6","2,6",High,2,Focused,5,App QA Cycle,Sales,0,4,100%,MGR322,5,No,Ongoing,Code reviewed twice,"Figma, Power BI"
510,EMP182,10/04/2025,Write proposal,"3,7",4,Medium,5,Stressed,6,New Project RFP,Analytics,1,3,100%,MGR420,11,No,Delayed,UI feedback pending,"Zoom, Slack"
511,EMP94,09/22/2025,Write report,"2,4","2,5",Low,5,Happy,10,All-Hands Sync,Analytics,2,3,100%,MGR343,11,Yes,Ongoing,Ready for submission,"Figma, Power BI"
512,EMP179,09/17/2025,Team meeting,"3,4","3,9",Medium,1,Calm,9,Q4 Review Report,HR,1,1,100%,MGR371,6,No,Done,Code reviewed twice,Google Docs
513,EMP64,10/16/2025,Write proposal,"2,4","2,7",Low,2,Tired,6,CRM Update,HR,2,1,75%,MGR346,14,Yes,Delayed,Code reviewed twice,"VSCode, GitHub"
514,EMP172,10/16/2025,Code feature,"2,6","2,7",Medium,7,Tired,7,CRM Update,QA,2,5,25%,MGR353,11,No,Done,Ready for submission,"Word, Excel"
515,EMP33,09/22/2025,Bug fixing,"2,7","2,7",Medium,4,Happy,8,Client Dashboard,Sales,0,3,75%,MGR421,6,Yes,Ongoing,Follow up required,"Word, Excel"
516,EMP93,10/16/2025,Bug fixing,"2,7","2,8",Medium,6,Happy,9,Client Dashboard,Analytics,0,4,50%,MGR410,11,No,Delayed,Ready for submission,"Zoom, Slack"
517,EMP45,09/25/2025,Design dashboard,"1,9","1,7",Low,4,Tired,4,Client Dashboard,Sales,0,4,50%,MGR346,7,Yes,Ongoing,Needed extra research,"Word, Excel"
518,EMP23,09/30/2025,Write report,"3,7","3,8",Low,1,Tired,6,CRM Update,HR,1,1,0%,MGR306,11,Yes,Done,Audit scheduled,"Figma, Power BI"
519,EMP75,10/17/2025,Write proposal,"1,7","1,9",Low,1,Stressed,2,New Project RFP,IT,1,5,100%,MGR347,3,Yes,Delayed,Ready for submission,"JIRA, PyCharm"
520,EMP189,10/16/2025,Write report,4,"4,5",Low,4,Happy,7,Client Dashboard,HR,1,1,0%,MGR370,14,Yes,Delayed,Follow up required,"Zoom, Slack"
521,EMP35,09/25/2025,Team meeting,"3,8","4,3",High,4,Stressed,8,CRM Update,Sales,1,1,75%,MGR327,4,No,Done,Audit scheduled,"Figma, Power BI"
522,EMP47,10/16/2025,Bug fixing,"1,3","1,1",Low,3,Stressed,1,Q4 Review Report,Analytics,2,5,50%,MGR414,2,No,Done,Needed extra research,"Word, Excel"
523,EMP190,09/29/2025,Team meeting,"2,1","2,4",High,6,Happy,7,New Project RFP,Analytics,2,5,75%,MGR422,8,No,Ongoing,Code reviewed twice,Google Docs
524,EMP77,09/17/2025,Bug fixing,"3,6","3,4",Low,7,Tired,2,New Project RFP,Sales,1,2,50%,MGR402,2,Yes,Delayed,Revision requested,"Zoom, Slack"
525,EMP40,10/13/2025,Bug fixing,"1,9","1,8",Medium,6,Calm,3,New Project RFP,Analytics,1,5,25%,MGR376,13,No,Done,UI feedback pending,"JIRA, PyCharm"
526,EMP41,10/15/2025,Design dashboard,"1,2","1,2",Medium,6,Calm,3,Q4 Review Report,IT,0,5,100%,MGR361,9,No,Done,Revision requested,"Figma, Power BI"
527,EMP98,10/02/2025,Write proposal,"1,2","1,4",Medium,1,Stressed,6,Q4 Review Report,HR,2,0,75%,MGR330,5,No,Ongoing,Revision requested,"VSCode, GitHub"
528,EMP168,09/24/2025,Write report,"1,1","1,6",High,6,Calm,8,Client Dashboard,Analytics,1,4,0%,MGR362,13,Yes,Done,Good team engagement,"Figma, Power BI"
529,EMP32,10/15/2025,Team meeting,"3,9","3,8",High,4,Focused,3,New Project RFP,Analytics,0,0,75%,MGR356,3,Yes,Delayed,UI feedback pending,"Figma, Power BI"
530,EMP193,09/29/2025,Team meeting,"3,7",4,High,6,Focused,9,CRM Update,HR,0,0,100%,MGR344,7,Yes,Done,Ready for submission,"VSCode, GitHub"
531,EMP126,09/22/2025,Design dashboard,"3,9","4,2",Medium,5,Calm,8,CRM Update,Sales,0,1,0%,MGR396,14,Yes,Done,Customer issue,"Word, Excel"
532,EMP21,09/17/2025,Code feature,1,1,High,6,Focused,5,App QA Cycle,QA,2,1,25%,MGR336,12,No,Ongoing,Customer issue,"JIRA, PyCharm"
533,EMP81,10/17/2025,Code feature,"1,8","1,6",Low,6,Stressed,10,CRM Update,QA,2,0,50%,MGR389,8,Yes,Ongoing,Blocked by dependencies,"VSCode, GitHub"
534,EMP50,10/03/2025,Write report,3,3,Low,3,Focused,9,CRM Update,QA,2,5,25%,MGR370,2,Yes,Done,Good team engagement,"Figma, Power BI"
535,EMP141,10/02/2025,Code feature,"3,2","3,4",High,6,Stressed,1,Client Dashboard,HR,1,1,75%,MGR364,7,No,Done,Code reviewed twice,"Figma, Power BI"
536,EMP33,10/16/2025,Write proposal,"2,7","2,9",High,2,Stressed,8,New Project RFP,Analytics,0,1,75%,MGR383,8,Yes,Ongoing,UI feedback pending,"VSCode, GitHub"
537,EMP48,09/27/2025,Code feature,"3,5",4,High,2,Tired,4,App QA Cycle,IT,0,3,100%,MGR424,2,No,Done,Blocked by dependencies,Google Docs
538,EMP136,09/22/2025,Bug fixing,"1,6","1,4",Medium,2,Tired,4,Client Dashboard,HR,1,1,50%,MGR332,2,Yes,Delayed,Good team engagement,"Word, Excel"
539,EMP139,10/01/2025,Bug fixing,"3,1","3,4",High,7,Happy,4,All-Hands Sync,Sales,0,5,100%,MGR343,11,Yes,Done,Follow up required,Google Docs
540,EMP145,10/14/2025,Code feature,"2,5","2,5",Low,4,Tired,5,Q4 Review Report,QA,2,1,25%,MGR383,8,Yes,Ongoing,Good team engagement,Google Docs
541,EMP21,09/30/2025,Write report,"2,6","2,6",High,4,Focused,1,App QA Cycle,Sales,1,3,0%,MGR415,9,Yes,Done,Revision requested,"Word, Excel"
542,EMP197,10/10/2025,Bug fixing,"2,8","2,6",High,2,Happy,5,CRM Update,Analytics,0,3,50%,MGR341,13,No,Ongoing,Audit scheduled,"Word, Excel"
543,EMP136,10/01/2025,Code feature,"2,7","2,9",Low,4,Calm,6,Client Dashboard,QA,2,5,0%,MGR318,8,No,Ongoing,Needed extra research,"Zoom, Slack"
544,EMP129,10/11/2025,Team meeting,"3,8","4,3",Low,5,Focused,10,CRM Update,Analytics,2,2,0%,MGR393,2,Yes,Delayed,UI feedback pending,"JIRA, PyCharm"
545,EMP178,09/18/2025,Team meeting,"2,6","2,6",Medium,2,Focused,2,New Project RFP,IT,0,2,25%,MGR329,12,No,Ongoing,Audit scheduled,"Figma, Power BI"
546,EMP73,10/11/2025,Design dashboard,"2,1","2,2",High,3,Happy,5,New Project RFP,QA,1,0,0%,MGR395,7,No,Delayed,Revision requested,Google Docs
547,EMP51,10/02/2025,Design dashboard,"2,6","2,7",Low,6,Focused,5,App QA Cycle,Sales,1,5,0%,MGR348,9,Yes,Done,Follow up required,"VSCode, GitHub"
548,EMP93,10/17/2025,Write report,4,"4,5",High,2,Happy,2,Client Dashboard,IT,1,1,25%,MGR305,6,No,Ongoing,Revision requested,"VSCode, GitHub"
549,EMP141,09/28/2025,Bug fixing,"3,1","3,4",Medium,6,Stressed,5,CRM Update,Analytics,0,1,100%,MGR385,8,No,Ongoing,UI feedback pending,"JIRA, PyCharm"
550,EMP171,10/08/2025,Design dashboard,"1,8","2,3",Low,7,Focused,8,App QA Cycle,HR,2,1,50%,MGR343,14,No,Done,Customer issue,"Zoom, Slack"
551,EMP93,10/11/2025,Write report,1,1,High,3,Happy,8,CRM Update,Sales,0,5,100%,MGR373,4,Yes,Ongoing,Good team engagement,"VSCode, GitHub"
552,EMP80,09/20/2025,Write report,"2,8","2,6",Medium,5,Calm,8,All-Hands Sync,HR,0,1,100%,MGR308,12,No,Delayed,Good team engagement,"Zoom, Slack"
553,EMP134,10/04/2025,Code feature,"2,2",2,Low,3,Stressed,1,App QA Cycle,QA,0,3,50%,MGR339,2,No,Ongoing,Ready for submission,"JIRA, PyCharm"
554,EMP94,10/17/2025,Write proposal,"1,3","1,8",Low,2,Focused,8,All-Hands Sync,Analytics,2,3,0%,MGR335,12,Yes,Delayed,Needed extra research,"JIRA, PyCharm"
555,EMP178,10/13/2025,Code feature,"3,5","3,8",Medium,3,Stressed,6,Q4 Review Report,Sales,2,1,100%,MGR356,14,No,Done,Needed extra research,"Word, Excel"
556,EMP157,10/14/2025,Bug fixing,"2,2","2,7",Low,6,Stressed,9,App QA Cycle,IT,1,2,100%,MGR430,2,No,Delayed,Good team engagement,"Figma, Power BI"
557,EMP129,09/28/2025,Bug fixing,"3,2","3,2",Medium,1,Happy,6,All-Hands Sync,HR,1,4,0%,MGR355,13,No,Ongoing,Follow up required,"JIRA, PyCharm"
558,EMP93,09/22/2025,Design dashboard,"1,6","1,8",Medium,6,Tired,3,New Project RFP,Sales,0,1,25%,MGR377,9,No,Done,Audit scheduled,"JIRA, PyCharm"
559,EMP42,09/17/2025,Bug fixing,"1,2",1,Low,3,Tired,3,New Project RFP,QA,2,4,25%,MGR351,4,No,Delayed,Revision requested,"JIRA, PyCharm"
560,EMP30,10/13/2025,Team meeting,"1,1","1,6",Low,3,Tired,9,Client Dashboard,QA,0,0,0%,MGR339,6,No,Ongoing,Customer issue,"Word, Excel"
